x1_prime,x2_prime
-0.33452870751784924,-3.971215725388
-1.2599675066939167,-1.6236050538789348
-1.46255952946505,0.9127434986045722
-0.43775911392493927,2.68310991789261
0.9544124857678095,2.2017875969733804
1.5456329826430781,-0.12729366493136202
0.8397450903682268,-2.34954899692758
-0.5708640479566538,-2.600042760131125
-1.5023992055991713,-0.6685584507989926
-1.1731081287350358,1.823985815784865
0.1406653008286064,2.785825620239815
1.336391209527947,1.409776790522907
1.410606210701922,-1.1493687525478935
0.3010284420296766,-2.7439542300024167
-1.0611749641090888,-2.035789901294198
-1.5328312845171976,0.380826685595148
-0.7181225100895005,2.4778502680359282
0.6992408031160696,2.4954407600730746
1.529795267168497,0.41883607067535894
1.7685276789526359,-2.431526081799794
