1,x0,x1,x0^2,x0 x1,x1^2,sin(1 x0),cos(1 x0),sin(1 x1),cos(1 x1)
1.0,1.0,-0.0,1.0,-0.0,0.0,0.8414709848078965,0.5403023058681398,-0.0,1.0
1.0,0.5803957331021669,-1.472321257701825,0.3368592070032017,-0.854528975725755,2.167729885880684,0.5483549098309731,0.8362457132112937,-0.995155247383393,0.09831598855373316
1.0,-0.3262815859935964,-1.7090579514515103,0.10645967335849665,0.5576341389545657,2.920879081419633,-0.32052301919599213,0.9472407266188916,-0.9904570782096365,-0.13782153759275087
1.0,-0.9591406137031492,-0.5115386275917487,0.9199507168548536,0.49063747320121653,0.2616717675184498,-0.8186983906398451,0.5742237762090033,-0.4895194972839304,0.871992351903896
1.0,-0.7870806532830066,1.1152682779091314,0.6194959547724044,-0.8778060847625329,1.2438233317103995,-0.7082954798037302,0.7059160809116078,0.8980288453706194,0.4399365782499929
1.0,0.0455041081577026,1.806132527117072,0.0020706238592278965,0.08218644986107998,3.2621147055103012,0.045488406134765895,0.9989648667031882,0.9724360044854053,-0.233169931981936
1.0,0.8399014337097074,0.9812749464024332,0.705434418347622,0.8241742343468199,0.9629005204370981,0.7445773270190937,0.6675362193088115,0.8312068692098475,0.5559632547015705
1.0,0.9294463085453104,-0.6670769433330118,0.8638704404685044,-0.6200122024965571,0.4449916483265143,0.8012888024553714,0.5982777407355524,-0.6186921822220175,0.7856334919396945
1.0,0.2389919095448089,-1.755612169525066,0.05711713282787412,-0.41957710481490024,3.082174089784509,0.2367233092695675,0.9715771070010165,-0.9829701090538485,-0.18376551555355852
1.0,-0.652026539453817,-1.3708226810161617,0.4251386081521199,0.8938127689077715,1.8791548227883372,-0.6067984571499316,0.79485573055773,-0.9800718132763933,0.1986435018346249
1.0,-0.9958587522815442,0.1643728997221599,0.991734654495754,-0.16369219082620953,0.027018450163071236,-0.8392262499369548,0.543782402636161,0.16363371550981584,0.986521164065147
1.0,-0.5039578017394946,1.5616253402889058,0.2539734659341037,-0.7869932736326871,2.438673703432441,-0.48289507242390733,0.875678222310404,0.9999579467980021,0.009170857949181089
1.0,0.4108688366952437,1.6483484686936396,0.16881320096730285,0.6772550178005421,2.7170526742446666,0.399406005658469,0.9167741502921791,0.9969943395172541,-0.07747442784915727
1.0,0.9808908411046352,0.3517634955016512,0.9621468421629588,0.3450415909725212,0.12373755676754018,0.8309932594667535,0.556282484643208,0.3445538529586778,0.9387665537349155
1.0,0.7277408809370085,-1.240024404993114,0.5296067897869732,-0.9024164528730786,1.5376605249785262,0.665184497014518,0.7466790374260835,-0.9457919258189671,0.32477320249005975
1.0,-0.1361354369049318,-1.791173242702767,0.018532857181296665,0.2438421519677646,3.208301585374345,-0.13571532994814625,0.9907478736878852,-0.975815125795317,-0.21859743884380153
1.0,-0.8857657343442518,-0.8391542096298006,0.7845809361384116,0.7432940447208105,0.7041797875394153,-0.774399691711674,0.6326967025968006,-0.7440783200631662,0.6680923990077843
1.0,-0.8920538685780892,0.8170901973350553,0.7957601044451349,-0.7288884715099704,0.6676363905810396,-0.7783628372121235,0.6278146969027512,0.7291576081552056,0.6843458062042754
1.0,-0.1497227836957602,1.787625537815543,0.022416911957607397,-0.26764827172737354,3.1956050634503095,-0.14916402327106887,0.9888124666293341,0.9765845024700408,-0.21513416635983898
1.0,0.718256938967697,1.2579702717301646,0.515893030375246,0.9035458766852701,1.5824892045568641,0.6580732276733596,0.7529539341948926,0.9514676555836754,0.30774876178159416
